id,source,text,tip,sentiment,sarcasm
28,youtube,"Ono prosečno klošarsko društvo iz kraja, najbolje fore i zajebancije, ono društvo od 16,17 do 30 godine",filmovi,1,0
29,youtube,"Ceo film je sjajan, ali scena paljenja vojnog generatora je legendarna... Nula teksta, cista gluma, bravo!",filmovi,1,0
30,youtube,"Uvek rado pogledam ovaj film, podseća me na zadnju epohu iole normalnog i srećnog vremena. Svakako jedan od poslednjih dobrih domaćih filmova.",filmovi,1,0
31,youtube,Šapić nije ni izašao iz uloge,filmovi,0,0
32,youtube,"Kad porastem biće kladionica 100m od škole , i to ne jedna nego 10. Kockanje na sve strane .",filmovi,-1,1
33,youtube,Kakav danak neiskustvu joj joj joj,filmovi,0,0
34,youtube,"Kultni film...Remek srpske kinematografije,gledao 50 puta i opet jedinstven...",filmovi,1,0
35,youtube,Film je o mladima koji žive u logoru !!!!,filmovi,0,0
36,youtube,ovde prazni stadioni ko da vlada kuga....,filmovi,0,1
37,youtube,"Znam sve od.pocetka do kraja napamet, ali i dalje rado pogledam",filmovi,1,0
38,youtube,A račun za sveće na početku? Zato treba istrebiti sve parazite,filmovi,0,0
39,youtube,Brate Bože snimi jos jedan ovakav film!,filmovi,1,0
40,youtube,Mi smo sedeli ovde i duvali smo....duvanili,filmovi,0,1
41,youtube,Kakav film pogledao 100 puta..bravo susjedi,filmovi,1,0
42,youtube,Ovaj film ja tako los da je dobar.,filmovi,-1,1
43,youtube,Ovo je jedan od najboljih filmova ikad.. 1.1.2026. Almaaaa,filmovi,1,0
44,youtube,Semenke svih zemalja ujedinite se…,filmovi,0,1
45,youtube,37:57 GREŠKA U FILMU. Ako je Braca kupio 7 karata onda klošar treba da sedne 5 mesta dalje.,filmovi,-1,0
46,youtube,"Prvi UFO domaći film. Izašli tek iz 90ih i nije nas globalizacija toliko zahvatila, pa je zato film prijatan.",filmovi,0,0
47,youtube,Vodi je u mrak da ti sija,filmovi,1,1
48,youtube,Maratonci trče počasni krug i Ko to tamo peva zajedno ovom remek delu ne mogu ni da prismrde.,filmovi,1,0
49,youtube,I tako je nastao kešaut,filmovi,0,1
50,youtube,"1:02:10 Kako bre 1:1 kad je odbranio? Kako bre ljudi, šta je bre ovo ljudi?",filmovi,0,0
51,youtube,Najbolji domaci film svih vremena. Svaka recenica u filmu je fenomenalna.,filmovi,1,0
52,youtube,"Kakvi su ovi beogradjani,muvaju ribu sto godina,umjesto pet minuta",filmovi,-1,1
53,youtube,Poslednje generacije rodjene u nekom drugom vremenu u svojim poznim dvadesetim/ranim tridesetim koje su ovom filmu odrazile duh mladih u tranzicionom periodu iz neuznesenih old skul fazona nakon cega sledi era primitivnog i vestackog humora,filmovi,1,0
54,youtube,"Slika i prilika Beograda,umjesto sedam hiljada,prodao za petsto eura",filmovi,-1,1
55,youtube,"Odličan scenario i gluma... Ima taj gradski šmek... Nisam fan filma, inače",filmovi,1,0
56,youtube,Takva glumacka ekipa a toliko dosadan film...lele majko,filmovi,-1,0
57,youtube,8:47 Gde si Ljubice cobanicee..Daj svima pice! pa onda ENTER!,filmovi,0,0
58,youtube,"26:37 “ne znam, ja ne volim američke filmove”…reče Marija-10 godina kasnije udaje se za holivudskog producenta (američkih filmova).",filmovi,-1,0
59,youtube,"Dobro su ovom Ganguli nasli ulogu u filmu, takav je i u stvarnosti, kriminalac i siledzija :-)",filmovi,-1,1
60,youtube,Beogradsko preseravanje,filmovi,-1,0
61,youtube,Ako je kupio sedam karata a mesta numerisana kako onda beskucnik pored njih,filmovi,0,0
62,youtube,Pitaj je da li je bila u šemi sa Bredom Pitom?,filmovi,0,1
63,youtube,"Brate, Bože.... nemoj, Šomi!",filmovi,0,0
64,youtube,"Film kida, jedna generacija koja je sve razumela. Samo ne verujem da smo ovog majmuna od Gangule pustili na Vlast uz Zvalavog.",filmovi,0,1
65,youtube,Nema hleba bez motike,filmovi,0,1
66,youtube,"Teško je reći šta je tačno najgore u filmu 15% – da li je to “radnja” o golmanu zvanom Kengur, koji ima harizmu mokrog sunđera, ili činjenica da je neko zaista odlučio da ovakvo filmsko ruglo ugleda svetlost dana. Jedno je sigurno: ovo nije film, ovo je kazna.",filmovi,-1,0
67,youtube,Cile ponudio prvi cashout u istoriji.,filmovi,0,0
68,youtube,Treba i za Romu,filmovi,0,0
69,youtube,Najbolji Nebojsa Glogovac laka mu zemlja,filmovi,1,0
70,youtube,Film koji u svako doba mogu da gledam.,filmovi,1,0
71,youtube,Pa ti onda gledaj film u novinama!,filmovi,-1,1
72,youtube,Gluplji film u životu nisam gledao..,filmovi,-1,0
73,youtube,"Legende su svi, samo što se nisam uposkio od smjeha",filmovi,1,0
74,youtube,"Ovo je, po meni, najbolji film svih vremena. Bukvalno ne postoji 10 sekundi koje su dosadne. Remek delo.",filmovi,1,0
75,youtube,Najjaci film svih vremena,filmovi,1,0
76,youtube,15:32 ja sam se cepao kad sam gledao ovu scenu prvi put. Legendarno!,filmovi,1,0
77,youtube,Danas sam prvi put pogledao ovaj film u 21. godini. Šta sam čekao do sada?,filmovi,1,1
78,youtube,Ljudi jel se meni čini ili je Gangula današnji Gradonačelnik Beograda. Šapić Aleksandar,filmovi,0,0
79,youtube,Kakav danak neiskustvu,filmovi,0,1
80,youtube,"Proslo je 22 godine od izlaska ovog remek dela. Hvala vam svima na emociji, i na suzama(od smeha). 20.06.2026 , I opet gledam ! )",filmovi,1,0
81,youtube,"zivele semenke, semenke svih zemalja, ujedinite se!",filmovi,1,1
82,youtube,"Moj zivot da je osoba, bio bi Braca:",filmovi,0,1
83,youtube,"Nebojša neprikosnovena glumčina, nitko mu neće nikada prići blizu.",filmovi,1,0
84,youtube,doktor sa generacionalnim ragebaitom za živca,filmovi,0,0
85,youtube,"Koliko je ovaj film uticao na mlade u to doba, bukvalno su svi znali fore iz filma i rado ih koristili u svakodnevnom životu. Kultno remek delo....",filmovi,1,0
86,youtube,Smuva li on Ines na kraju?,filmovi,0,0
87,youtube,"U ovom filmu, ko i ima lovu, psuje.",filmovi,0,1
88,youtube,"Pre osam dana stavljen, 80 soma pregleda. Pa da. Molim.",filmovi,1,0
89,youtube,Nikad ne dosadi!,filmovi,1,0
90,youtube,-Ne pravi Bog razliku imeđu sveća -Vidiš da pravi,filmovi,0,1
91,youtube,Jedan od boljih,filmovi,1,0
92,youtube,"Nema dalje, nema najjači film",filmovi,1,0
93,youtube,Poslednja prava komedija snimljena kod nas. Odličan film.,filmovi,1,0
94,youtube,Kad Hrvati naprave ovakav film ja ću potpisati za Istvič.,filmovi,0,0
95,youtube,1:26:00 jel neko izvaljuje sve reference iz filma munje ;),filmovi,0,0
96,youtube,Koja je ovo crkva na početku filma?,filmovi,0,0
97,youtube,Na pocetku filma ja bih pre reko da je onaj mali sin od strica,filmovi,0,1
98,youtube,"Kako su glumci ružni , krezavi , pomalo debilni , to je tako kad nemaš lepe glumce ,",filmovi,-1,0
99,youtube,Imam samo 12 godina ali preporučujem ovaj film,filmovi,1,0
100,youtube,Definitivno film sa EX Yu govornog podrucija ubedljivo nabolji film respektabilan i za Holivud,filmovi,1,0
101,youtube,"al bukvalno cijeli film mi je bio osmjeh na licu,po ko zna koji put ga gledam",filmovi,1,0
102,youtube,"Da li mogu da vam pomognem da na film prikačimo i prevod? Predajem srpski, i nikako da nađem pravi način da i nematernji govornici/učenici srpskog mogu da gledaju. @inwires",filmovi,0,0
103,youtube,Predobar film za preporucit drugima da gledaju,filmovi,1,0
104,youtube,"2026 -a i trajaće kroz generacije,jedan od naših najboljih filmova",filmovi,1,0
105,youtube,Svaku repliku znam napamet. Posljednji film o sretnom i bezbrižnim vremenu..,filmovi,1,0
106,youtube,Film koji dočarava mladalačku bezbrižnost i nesvesnost surovosti života odraslih na čijem pragu se nalaze.,filmovi,1,0
107,youtube,"Glumci glumice za 10 neki su pokojni,al nikad se vise ovakvi glumci nece radjat...",filmovi,1,0
108,youtube,"Imam ja svoju displinu, ja trcim u širinu! :)",filmovi,1,1
109,youtube,Jutarnja molitva,filmovi,0,0
110,youtube,"Gledao 30 put,najbolji film",filmovi,1,0
111,youtube,"Ode i Šotra ,pokoj mu duši više se neće roditi koji će napraviti ovakve filmove",filmovi,1,0
112,youtube,Kraj bi mogo biti i drukciji dobar je film ali bez dobrog kraja je,filmovi,0,0
113,youtube,Kad padnem u malu depresiju gledam Drzavni posao a u vecu onda gledam ovaj film.,filmovi,1,0
114,youtube,Jedini film u kojem neces cuti JEDNU ruznu rec! Ni jednu......!,filmovi,1,0
115,youtube,Šotra! Genijalac!,filmovi,1,0
116,youtube,Ja gledam ovo i plačem ovo je najbolji film na svetu,filmovi,1,0
117,youtube,Gospodine Šotra počivajte u miru,filmovi,0,0
118,youtube,Dobar filim za mene malo i tuzan posjete me na vremena dok sam ja išo u školu,filmovi,1,0
119,youtube,Gledam jer nije bilo lektira u skoli,filmovi,1,0
120,youtube,Ja sam se rodio da gledam ovaj najlepši film,filmovi,1,0
121,youtube,Moja mama I ja smo voljele ovaj film I zajedno ga Gledale mnogo puta iako ga dobro znamo. Ona je preminula prije godinu dana ali meni ostaje lijepa uspomena..,filmovi,1,0
122,youtube,Predivan film o jednom bezbriznom dobu...uvijek ga mogu ponovo gledati.,filmovi,1,0
123,youtube,Svaku rečenicu znam napamet. Najlepši naš film. Hvala vam Šotra na ovakvom predivnom filmu. Počivajte u miru.,filmovi,1,0
124,youtube,"Najbolja serija do sada, izuzetan tekst, kostimi, svaki i najmanji detalj filigransko snimljen, muzika cudovita , pun emocija bez grubosti, psovki i krvi. Istaknute sve pozitivne vrijednosti odgoja i drustvenog odnosa, koji su se izgubili u danasnjici bescutnosti i prostakluka. Zasto, zasto ne snimite jos serija po djelima Mir- Jam, vec gubite vrijeme na cudne filmove, a imate odlicne mlade glumce.",filmovi,1,0
125,youtube,Ova serija me vraca u detinjstvo,filmovi,1,0
126,youtube,najbolji film ikad snimljen reziseri glumci neprevazidjeni.100 puta sam gledao a do sad nisam ni jedan film gledao 2 puta,filmovi,1,0
127,youtube,Serija je vrh umirujuca je,filmovi,1,0
128,youtube,"Hej, Tek sad vidim, Brankica je odevena kao Meri Poppins, u cuvenoj staroj mjuzikl verziji te price! Cak I podseca na tu glumicu",filmovi,0,0
129,youtube,Najbolja serija svih vremena,filmovi,1,0
130,youtube,"17ti put je gledam i nikad mi nece dosaditi,koliko ih obozavam,serija je najbolja",filmovi,1,0
131,youtube,Kako su neprijatni na početku njihovi razgovori gahahhahaha,filmovi,0,0
132,youtube,Gledam neću li đe viđeti Karleušu ili Jovanu Jeremić ili bilo koju što gostuju kod Ami G tzv srbijanske celebrity,filmovi,-1,1
133,youtube,nnajbolja serija na planeti ko se slaze samnom,filmovi,1,0
134,youtube,Melodija u pozadini 47:50 molim vaaas,filmovi,0,0
135,youtube,"Tako je to nazalost,Kada ljubav nije obostrana.Nikome takva ljubav nije potrebana,bolje je ostati Sam nego u losem braku....",filmovi,-1,0
136,youtube,Kako divna serija,filmovi,1,0
137,youtube,2025 nikad mi ne dosadi,filmovi,1,0
138,youtube,Moram reći da ta žena liči na Anne Hathaway. Stvarno.,filmovi,0,0
139,youtube,"Ljiljana je u knjizi bila plava,nisam je zamišljala ovako.",filmovi,-1,0
140,youtube,"Divno,nestvarno,kao bajka...svi super, majka divna glumica",filmovi,1,0
141,youtube,A sta glumite sa mokrom kosom je li jeste oprali kosu,filmovi,0,1
142,youtube,"Ja sam vata iz Acinog srca. Predivna je serija. VOLIM da je gledam. Kad sve odgledam, gledam iznova i iznova.",filmovi,1,0
143,youtube,"Dobra serija relaksirajuca, dobri glumci i dobra gluma- za svaku pohvalu!!!!",filmovi,1,0
144,youtube,definitvo nam treba jos neka serija sa brankicom i bikovicem,filmovi,1,0
145,youtube,Koliko ima samaca u braku,filmovi,0,1
146,youtube,Kako od ovakvog doba i ovakve gospode dodjosmo dovde gde smo i kakvi smo sada?! Tuga!,filmovi,-1,0
147,youtube,Sve je u ovom filmu meni savrseno uradjeno.,filmovi,1,0
148,youtube,"u ovoj prvoj epizodi ova cura mi se gadi , videcemo dalje",filmovi,-1,0
149,youtube,Evo usla sam da se iskljucim od ovog svakodnevog zivota i na miru da zaspim…Svake pola godine iznova gledam… Fanatasticna nesvakidasnja serija i prica… Glumci Obozavam Juliju,filmovi,1,0
150,youtube,"Brankica Sebastijanovic - najsuptilnija lepota, cednost, stvorena za velike role svetske literature, one neobicne, nezne, prelepe, pametne devojke , zene....Da takvu ima Holivud, imala bi samo glavne uloge, a kod nas, osim ove glavne role ne znam nesto znacajnije da su joj dali...Vidim je kao Tanju Larinu, Nastasju Filipovnu, madam Bovari, Anu Karenjinu...na zalost, cudne su podele u srpskom glumistu. Volimo sve nase glumce, ali ovo je istina. Steta.",filmovi,1,0
151,youtube,Brankica bolje da bude kafe kuvarica i neka se mane glume...očajna je,filmovi,-1,0
152,youtube,Ta vremena kad muškarac nije htio oženiti ženu ako nema dobar miraz a danas je obrnuta situacija. Sve se vraća sve se plaća,filmovi,-1,1
153,youtube,Serija je bas lipa prije je sve bilo ljepše uvjek je gledam ponovo,filmovi,1,0
154,youtube,"Sjajni glumci,sjajna serija,bravo....",filmovi,1,1
155,youtube,"Ko kaze da je jednom pregledao seriju, taj istinu ne govori Osjecaj koji imam svaki put kad je gledam je neopisiv, voljela bih da sam rodjena u ovakvom vremenu",filmovi,1,0
156,youtube,ovo mi je omiljena serija,filmovi,1,0
157,youtube,Divna serija. Glumci genijalni.,filmovi,1,0
158,youtube,Grožđe u proleće,filmovi,0,1
159,youtube,"Čestitke iz Hrvatske akademskom gnijezdu Košutnjak filma!!! Ni Hollywood nema, ni Zagreb, takve nepatvorene karakterne glumce!!! Obožavam ovu glumicu. Prelijepa je i nevjerojatno sliči mojoj kćerkici Mimi.",filmovi,1,0
160,youtube,Ja se pitam zasto se u to vreme trazio miraz a sad se zeni ko kako hoce,filmovi,0,0
161,youtube,Mlada ko da je preparirana u seriji.,filmovi,-1,1
162,youtube,Predivna serija!,filmovi,1,0
163,youtube,Šteta pogrešno postavila brak nisu je roditelji naterali već Momcilo a serija je božanstvena,filmovi,1,0
164,youtube,Uvek se vracam ovoj seriji.Toliko da mi nikad ne dosadi,filmovi,1,0
165,youtube,Ima mnogo samaca u braku,filmovi,0,1
166,youtube,Serija za Oskara. Predivna. Milos je pravi srpski glumac. Zelela bih da je nastave jos u par epizoda. Molba za Milosa i Brankicu.,filmovi,1,0
167,youtube,Neznam gde pobeci. Od vas na broju,filmovi,-1,1
168,youtube,"Prelepa serija. Cesto je gledam pre spavanja, daje tu neku nostalgiju koju cak ni ja sama nikad nisam dozivela. Stvarno prelepo",filmovi,1,0
169,youtube,bikovic je lep covek u svakom smislu,filmovi,1,0
170,youtube,Čudo da i ovdje Sloboda Mićalović nije uzela glavnu ulogu.,filmovi,-1,1
171,youtube,"Ah ta ljubav, čednost i strast. Ništa ljepše nepostoji. Naravno ko ima tu sreću u životu da mu se da prava ljubav. Kome se neda, šja,postoje ovako prelijepe knjige za utjehu. U svakom slučaju prijatna i draga serija. Uživao sam gledajući. A tek ta prelijepa čedna i nježna glumica Brankica Sebastijanović je pravi Anđeo..",filmovi,1,0
172,youtube,"Teta bravo, divna glumica a ljiljana i Radmilo, sad im je vreme za ovu svadbu... Divna serija",filmovi,1,0
173,youtube,"Odlicna Dusanka Stojanovic Glid,kao kucna pomocnica Julija....",filmovi,1,0
174,youtube,"Svaka čast na glumi, scenografiji, i naravno, Mir Jam na kreativnom umu koji je stvorio ovakvo umetničko filmsko delo! Malo lepša vremena nisu na odmet za doživeti, makar kroz male ekrane",filmovi,1,0
175,youtube,"Mislim da je gledam već šesti ili sedmi put i svaki put uživam u ljubavi Ljilje i Radmila i svakodnevno uživam u svim iskušenjima koje život stavlja na put ovom mladom paru... Uživam da gledam lijepe manire , kako mladići poštuju djevojke i kako im se udvaraju...jedno divno prošlo vrijeme",filmovi,1,0
176,youtube,Najbolja domaca serija posle Ranjenog orla Ali je bas prekratka,filmovi,1,0
177,youtube,Najbolje serije su: samac u braku i jedne ljetne noci,filmovi,0,0
178,youtube,"Možete li, molim vas, dodati srpske titlove (automatski generisane). Ovo bi bila velika pomoć ljudima koji uče srpski. Hvala puno unapred",filmovi,0,0
179,youtube,"Seriju gledam po drugi put, a film sam gledala par puta 20.08.2025.",filmovi,1,0
180,youtube,"Ova Ljiljana,premrsava kao Oliva",filmovi,-1,1
181,youtube,"Uvijek se vraćam i gledam ovu seriju,najboljaa. Vraća u divna vremena kad sam.čitala svaki roman od Mir-Jam. Toliko sam uživala u njihovom.čitanju,ali ovaj je najbolji! Biković je ovo odglumio fenomenalno,niko drugi ovo ne bi iznio kao onČesto gledam seriju,dok obavljam kućne poslove pustim ovo po cio dan vrti. I nikad mi ne dosadi!Vrhunska",filmovi,1,0
182,youtube,Volila bi da san iz ovoga vrimena. Svaku godinu iznova gledan seriju i uvik me odusevi.,filmovi,1,0
183,youtube,Ovo mi je omiljena prica ove spisateljice. Mogu je gledati svaki dan! Cak sam narucila i knjigu jer predpostavljam da je knjiga uvijek potpunija nego serija. Izvaredna gluma!,filmovi,1,0
184,youtube,"Serija koja se moze gledati uvek, malo mi je dosadna ova kucna pomocnica lose glumi",filmovi,0,0
185,youtube,odgovor vučica na rts1 u 19 glasova 10 12 2022,filmovi,0,0
186,youtube,"Predivna serija. Snimljeno sve kako treba. Priča, glumci, kostimografija, produkcija, a muzika .. uh muzika je top .. a Brankica je …. Jao kako patim Pozdrav Iz Istre",filmovi,1,0
187,youtube,Prekrasna priča! Danas s djecom sam ju odgledala u jednom dahu! Cijelo vrijeme i gledali i oduševljavali se umjetnicima koji su radili na ovom filmskom remek-djelu! Uloga Julije ih je posebno taknula.,filmovi,1,0
188,youtube,Ja imala 7 god kada se ovo snimalo 24:47,filmovi,0,0
189,youtube,"Kao tinejdjerka citala Sam Njene knjige, dok je svjet Jo's bio OK",filmovi,-1,1
190,youtube,"Na danasnje vreme ne treba se udavati dok ne prođes bar 4,5 muskarca tek onda mozes imati neko iskustvo",filmovi,0,1
191,youtube,Volim ovu seriju!!!!,filmovi,1,0
192,youtube,100x sam pogledala i nikad mi nije dosadila.,filmovi,1,0
193,youtube,"Prelepa serija ,koliko puta da je gledam uvjek bi je opet gledala.",filmovi,1,0
194,youtube,Svaka cas na glumi,filmovi,1,0
195,youtube,Sve sta bilo na piku kod mene na broj,filmovi,0,0
196,youtube,Divna serija nisam znaci sama koja gleda vise put ovu seriju,filmovi,1,0
197,youtube,10.41 ovaj most mi isti kao u ẓ̌ikinoj dinastiji kad žika kaẓ̌e otišao da vatam ribu,filmovi,0,0
198,youtube,41:14 ne mogu se nagledati i naslušati,filmovi,1,0
199,youtube,Serija koju gledam više puta,filmovi,1,0
200,youtube,"Titlovano na engleski,Dno dna dokle je dosao konzumerizam i novac da seriju na svom jeziku gledate na engleskom jeziku,Dno",filmovi,-1,0
201,youtube,"Ne znam ćirilicu, jel može neko da mi objasni koja je priča sa onom ruskinjom i Alaksejom?",filmovi,0,0
202,youtube,Baća najbolji. Išli smo u Afriku.....,filmovi,1,1
203,youtube,Serija kida pratim vas od prvog filma znači samo tako nastavite maras i baca najjači. Nikad nisam vidio ovakav film JUZNI VETARRR,filmovi,1,0
204,youtube,Ništa gluplje nije snimljeno od kako kamere postoje,filmovi,-1,0
205,youtube,Rekao bih da će i Crnogorka Vajova da se sveti,filmovi,0,0
206,youtube,"Zamislite da je npr Nikola Kojo glumio,Juzni Vjetar bi oborio sve rekorde a ne bio prosjecan film,npr Cetvrti Covjek sa Nikola Kojom koji nije imao ni blizu ovakav scenario je duplo bolji,steta sto nisu uzeli nekog ozbiljnijeg glumca ravnog ovom scenariju,a ne ovo dijete koje pojavom nimalo ne podsjeca niti ima taj filmski smek da igra ulogu kriminalca.Pozzz",filmovi,-1,0
207,youtube,"Amerikanci mogu samo željeti imati ovakvu kvalitetu filma i radnju, definitivno jedni od rijetkih koji su nastavili sa vrhunskom kinematografijom na prostorima bivše države. Nakon pregledanih svih dijelova i filma svaki put sam se pitao može li bolje, a uvijek novi dio ispadne iznad svih očekivanja i bolje od prethodnog!!! Ako se po jutru dan poznaje po traileru vidimo da će ovo biti top! Znači gori",filmovi,1,0
208,youtube,Na kojem programu mogu gledati ovo u hrvatskoj,filmovi,0,0
209,youtube,"Naježio sam se,mislim da će bit ovo najjaca dosad !! Jedva čekamo ,i ja i žena",filmovi,1,0
210,youtube,Na koji je to kanal na televiziji,filmovi,0,0
211,youtube,"Svaka scena oduzima dah, sreca pa je pandemija prosla",filmovi,1,0
212,youtube,Najjača serija ikad. Nema lošeg filma/serije gde Biković glumi,filmovi,1,0
213,youtube,Tako je Baćo neka si rekao,filmovi,1,0
214,youtube,Javi svima da je i svečano otvorena sezona lova,filmovi,0,0
215,youtube,"Malo je reći od početka Južnog Vetra pa do sada,do frhunskih glumaca,ubedljivo će biti ova sezona najbolja i najzanimljivija!!!Svaka čast,kidate i idalje ste najbolji kao i uvek cela ekipa!!!",filmovi,1,0
216,youtube,Kaze moja baba crveni ide u penziju ko i ja nikad,filmovi,0,1
217,youtube,Jednom davno jedan mudri baca je reko znam ja ovog indijanca,filmovi,1,1
218,youtube,Jedva čekam novi film. Imate moju podršku da se svaki put vratite još jači.,filmovi,1,0
219,youtube,Dopada mi se najava za nadolazecu sezonu.Verujem da cu uzivati dok budem gledala seriju.,filmovi,1,0
220,youtube,"Katastrofa od serije, muzika užas,toliko jaka da ne može da se prati serija. Ovog Bikovića forsiraju jer tu ima neko veliku zaradu. Jednostavno rečeno KATASTROFA. Novokomponovane serije ne gledam više.",filmovi,-1,0
221,youtube,Samo da ne unistite seriju kao što ste drugi deo filma!!,filmovi,-1,0
222,youtube,Zašto dama pije sama...,filmovi,0,1
223,youtube,Hrvati su najstariji narod,filmovi,0,1
224,youtube,Gdje se mogu gledati serije???,filmovi,0,0
225,youtube,au najbolji do sad,filmovi,1,0
226,youtube,Najjaca serija majke mi,filmovi,1,0
227,youtube,Au najezi se svaka cast,filmovi,1,0
228,youtube,Gde moze da se gleda serija za sezonu 2 i tri? Samo bilm mogu da nadjem za 2. A trecu ni film ni seriju,filmovi,0,0
229,youtube,Zna li neko gde ce se emituje?,filmovi,0,0
230,youtube,Oce biti premijera u bioskopu kao film il na rts svake nedelje,filmovi,0,0
231,youtube,To je to samo nastavite i da snimite jos 5 sezona serije i filma 10 tka,filmovi,1,0
232,youtube,Al ce klinci da se loze na kriminal,filmovi,-1,0
233,youtube,"S obzirom koliko su para potrosili na seriju mogli su ju realnije napravit,ovo djeluje koda je radeno za klince u osnovnoj skoli‍",filmovi,0,0
234,youtube,Ton u serije nije uravnotežen.Preglasna muzika u pojedinim trenucima.,filmovi,-1,0
235,youtube,Kad izlazi serija,filmovi,0,0
236,youtube,Vucicevi stakori...pojmasi od glume,filmovi,-1,1
237,youtube,Topina jedva cekam da gledam u subotu,filmovi,1,0
238,youtube,Kako da nadjem tu seriju,filmovi,0,0
239,youtube,Super što ste ubacili žene u radnju.,filmovi,-1,1
240,youtube,"Jel moze da mi neko kaze neku stranicu, gde mogu na internetu da gledam seriju..",filmovi,0,0
241,youtube,Trejler je super nemogu da docekam film,filmovi,1,0
242,youtube,"Šta mogu reći osim da film predstavlja realnost ili beogradski gas , gde je gudra postala trend. Ako nam čovek na čelu države dozvoljava da ovo ide na tv-u , znači da se i sam pali na kriminal .",filmovi,-1,1
243,youtube,"Previse nasilja u seriji,kakav primer dajete omladini?Reditelje i glumce novcano kazniti debelo!",filmovi,-1,0
244,youtube,"Dva Holivudska glumca doveli,svaka im cast. Dejvid Boldvil je onaj bez naocara",filmovi,0,1
245,youtube,"Gledam turske krimi serije.. . Tek sad vidim koliko je nasa gluma ""losa""...",filmovi,-1,0
246,youtube,Gdje se moze ovo gledat iz pocetka ???,filmovi,0,0
247,youtube,Ova dva Amerikanca nemaju posla u svojoj državi pa su došli ovde.,filmovi,-1,1
248,youtube,Dal ce se prikazivati serija i na RTS SVET?,filmovi,0,0
